"Last  4809","JAIN SLEE 1.0 API Javadoc Assertions",,,,,,"T?: 0","High:174","1376 (ex methods)",22,168,354,24,24,318,,449,0,0,3
4417,"javax.slee.profile.ProfileID",,,"Pfd2","Context",,,,"The ProfileID class defines an identifier that can be used to reference profiles.",,,,,,,,,,,
4418,"javax.slee.profile.ProfileID","ProfileID(String, String)",,"Pfd2","Method","4473",,,,,,,,,,,,,,
4473,,,"1","Pfd2","Assertion",,,"Low","Create a ProfileID object using a profile table name and profile name",,,,,,,,,,,
4419,,,"3.1","Pfd2","Assertion",,,"Low","java.lang.NullPointerException - if either argument is null.",,,,,,,,,,,
4420,,,"3.2","Pfd2","Removed",,,,"InvalidArgumentException - if profileTableName includes the '/' character.",,,,,,,,,,,
4658,,,,,"Assertion",,,"Low","IllegalArgumentException - if profileTableName includes the '/' character",,,,,,,,,,,
4421,"javax.slee.profile.ProfileID","ProfileID(Address)",,"Pfd2","Method","4471",,,,,,,,,,,,,,
4471,,,"1",,"Assertion",,,"Low","Create a ProfileID object from an address",,,,,,,,,,,
4472,,,"1",,"Repeat","4423",,,"The address must have the address plan of AddressPlan.SLEE_PROFILE",,,,,,,,,,,
4422,,,"3.1","Pfd2","Assertion",,,"Low","java.lang.NullPointerException - if address is null",,,,,,,,,,,
4423,,,"3.2","Pfd2","Removed",,,,"InvalidArgumentException - if the address plan if the address is not AddressPlan.SLEE_PROFILE, or the address string does not contain a profile identifier with the correct encoding: <profile-table-name</<profile-name>.",,,,,,,,,,,
4610,,,,,"Assertion",,,"Low","IllegalArgumentException - if the address plan if the address is not AddressPlan.SLEE_PROFILE, or the address string does not contain a profile identifier with the correct encoding: <profile-table-name</<profile-name>.",,,,,,,,,,,
4424,"javax.slee.profile.ProfileID","getProfileTableName",,"Pfd2","Method","4425",,,,,,,,,,,,,,
4425,,,"2 ","Pfd2","Assertion",,,"Low","Returns the name of the profile table referenced by this identifier.",,,,,,,,,,,
4426,"javax.slee.profile.ProfileID","getProfileName",,"Pfd2","Method","4427",,,,,,,,,,,,,,
4427,,,"2 ","Pfd2","Assertion",,,"Low","Returns the name of the profile referenced by this identifier.",,,,,,,,,,,
4428,"javax.slee.profile.ProfileID","setProfileID",,"Pfd2","Method","4470",,,,,,,,,,,,,,
4470,,,"1","Pfd2","Assertion",,,"Low","Set the profile table and profile referenced by this profile identifier to new values.",,,,,,,,,,,
4429,,,"3.1","Pfd2","Assertion",,,"Low","java.lang.NullPointerException - if either argument is null.",,,,,,,,,,,
4430,,,"3.2","Pfd2","Removed",,,,"InvalidArgumentException - if profileTableName includes the '/' character.",,,,,,,,,,,
4611,,,,,"Assertion",,,"Low","IllegalArgumentException - if profileTableName includes the '/' character.",,,,,,,,,,,
4431,"javax.slee.profile.ProfileID","toAddress",,"Pfd2","Method","4432",,,,,,,,,,,,,,
4432,,,"2 ","Pfd2","Assertion",,,"Low","Returns an Address object containing the address form of the profile identified by this profile identifier.",,,"Test4432Test",,,"Create Profile.  Call ProfieID.toAddress() and verify that returned Address is correct.","Cath","Complete",,,
4433,"javax.slee.profile.ProfileID","equals",,"Pfd2","Method","4434",,,,,,,,,,,,,,
4434,,,"4","Pfd2","Assertion",,,"Low","Returns true if obj is an instance of this class and the profile table name and profile name are equal.",,,"Test4432Test",,,"Create two Profiles, compare them.  Compare two identical profiles.","Cath","Complete",,,
4435,"javax.slee.profile.ProfileID","hashCode",,"Pfd2","Method","4436",,,,,,,,,,,,,,
4436,,,"3","Pfd2","Assertion",,,"Low","Returns a hash code for this profile identifier.",,,"Test4432Test",,,"Verify no exception is thrown.","Cath","Complete",,,
4437,"javax.slee.profile.ProfileID","toString",,"Pfd2","Method","4438",,,,,,,,,,,,,,
4438,,,"3","Pfd2","Assertion",,,"Low","Returns a string representation for this profile identifier.",,,"Test4432Test",,,"Verify no exception thhrown and non null return value.","Cath","Complete",,,
4439,"javax.slee.resource.ResourceAdaptorDescriptor","getResourceAdaptorTypes",,"Pfd2","Method","4440",,,,,,,,,,,,,,
4440,,,"2 ","Pfd2","Assertion",,,"Low","Returns the component identifier of the resource adaptor type that this resource adaptor implements.",,,,,,,,,,,
4441,"javax.slee.resource.ResourceAdaptorID",,"1","Pfd2","Context",,,,"The ResourceAdaptorID interface is a marker interface implemented by every Java object that encapsulates resource adaptor component identity.",,,,,,,,,,,
4442,"javax.slee.resource.ResourceAdaptorTypeDescriptor","getEventTypes",,"Pfd2","Method","4443",,,,,,,,,,,,,,
4443,,,"2 ","Pfd2","Assertion",,,"Low","Returns the component identifiers of the event types used by this resource adaptor type.",,,"Test4443Test",,,"Install DU containing resource adaptor type with a declared event.  Verify that getEventTypes() returns one event ID.","Cath","Complete",,,
4444,"javax.slee.resource.ResourceAdaptorTypeID",,"1","Pfd2","Context",,,,"The ResourceAdaptorTypeID interface is a marker interface implemented by every Java object that encapsulates resource adaptor type component identity.  A ResourceAdaptorTypeID object is also known as a resource adaptor type identifier.",,,,,,,,,,,
4637,"javax.slee.usage.SampleStatistics",,"1","Pfd3","Context",,,,"This interface provides basic statistical information for a sample-type SBB usage parameter. ",,,,,,,,,,,
4638,"javax.slee.usage.SampleStatistics","getSampleCount","1",,"Assertion",,,"Low","Get the number of samples recorded for the usage parameter since either the service was deployed or the usage parameter was last reset (whichever occurred most recently).",,,"SampleStatisticsTest","sample count: 0, 1, many","sample count: 0, 1, many","Call getSampleCount() with sample sets of various sizes","Matt","Complete",,,
4639,,,"2 ",,"Repeat","4638",,,"Returns: the number of samples recorded.",,,,,,,,,,,
4640,"javax.slee.usage.SampleStatistics","getMinimum","1",,"Assertion",,,"Low","Get the minimum sample value recorded for the usage parameter since either the service was deployed or the usage parameter was last reset (whichever occurred most recently).",,,"SampleStatisticsTest","minimum: Long.MAX_VALUE,Long.MAX_VALUE-1,Long.MIN_VALUE,Long.MIN_VALUE+1,-1,0,1","minimum: Long.MAX_VALUE,Long.MAX_VALUE-1,Long.MIN_VALUE,Long.MIN_VALUE+1,-1,0,1","Call getMinimum() with various sample sets.","Matt","Complete",,,
4641,,,"2 ",,"Removed",,,,"Returns: the minimum sample value.",,,,,,,,,,,
4642,,,"2 ",,"Assertion",,,"Low","This will be equal to Long.MAX_VALUE if no samples have yet been recorded.",,,"SampleStatisticsTest",,,"Call getMinimum() when there are no accumulated samples","Matt","Complete",,,
4643,"javax.slee.usage.SampleStatistics","getMaximum","1",,"Assertion",,,"Low","Get the maximum sample value recorded for the usage parameter since either the service was deployed or the usage parameter was last reset (whichever occurred most recently).",,,"SampleStatisticsTest","maximum: Long.MAX_VALUE,Long.MAX_VALUE-1,Long.MIN_VALUE,Long.MIN_VALUE+1,-1,0,1","maximum: Long.MAX_VALUE,Long.MAX_VALUE-1,Long.MIN_VALUE,Long.MIN_VALUE+1,-1,0,1","Call getMaximum() with various sample sets.","Matt","Complete",,,
4644,,,"2 ",,"Repeat","4643",,,"Returns: the maximum sample value.",,,,,,,,,,,
4645,,,"2 ",,"Assertion",,,"Low","This will be equal to Long.MIN_VALUE if no samples have yet been recorded.",,,"SampleStatisticsTest",,,"Call getMaximum() when there are no accumulated samples","Matt","Complete",,,
4646,"javax.slee.usage.SampleStatistics","getMean","1",,"Assertion",,,"Low","Get the mean of sample values recorded for the usage parameter since either the service was deployed or the usage parameter was last reset (whichever occurred most recently).",,,"SampleStatisticsTest","mean: +ve,0,-ve,fractions,Long.MAX_VALUE,Long.MIN_VALUE","mean: +ve,0,-ve,fractions,Long.MAX_VALUE,Long.MIN_VALUE","Call getMean() with various sample sets, with a tolerated error threshold (0.5).","Matt","Complete",,,
4647,,,"2 ",,"Repeat","4646",,,"Returns: the mean of sample values.",,,,,,,,,,,
4648,,,"2 ",,"Assertion",,,"Low","This will be equal to 0.0 if no samples have yet been recorded.",,,"SampleStatisticsTest",,,"Call getMean() when there are no accumulated samples","Matt","Complete",,,
4660,"javax.slee.usage.SbbUsageMBean",,"1","Pfd3","Context",,,,"The SbbUsageMBean interface must be implemented by a SBB Usage MBean Class generated by the SLEE. ",,,,,,,,,,,
4661,,,"1","Pfd3","Context",,,,"This interface contains functionality that provides basic management of an SBB's usage parameters.",,,,,,,,,,,
4662,,,"1","Pfd3","Covered","2253,2254",,,"The Object Name of a SbbUsageMBean  object can be obtained by a management client by invoking one of the getSbbUsageMBean  methods on a ServiceUsageMBean object. ",,,,,,,,,,,
4663,,,"2 ","Pfd3","Context",,,,"During SBB deployment the SbbUsageMBean interface is extended to provide access to the usage parameters defined by the SBB. ",,,,,,,,,,,
4664,,,"2 ","Pfd3","Covered","2321,2323",,,"Each counter-type usage parameter causes the addition of a managed operation with the following signature:  public long get<usage-parameter-name>(boolean reset);",,,,,,,,,,,
4665,,,"3","Pfd3","Covered","2321,2324",,,"Each sample-type usage parameter causes the addition of a managed operation with the following signature: public SampleStatistics get<usage-parameter-name>(boolean reset);",,,,,,,,,,,
4666,,,"4","Pfd3","Covered","2321",,,"In each operation, usage-parameter-name is the name of the usage parameter, with the first letter capitalized. ",,,,,,,,,,,
4667,,,"4","Pfd3","Covered","2326",,,"The reset parameter taken by each operation is used to optionally reset the usage parameter value after the return result has been obtained. ",,,,,,,,,,,
4668,,,"5","Pfd3","Covered","2334",,,"Since SbbUsageMBean objects can emit Usage  notifications, it is required that a SbbUsageMBean object implement the javax.management.NotificationBroadcaster interface. ",,,,,,,,,,,
4669,"javax.slee.usage.SbbUsageMBean","USAGE_NOTIFICATION_TYPE","1","Pfd3","Context",,,,"The notification type of usage notifications emitted by this MBean. ",,,,,,,,,,,
4670,,,"1","Pfd3","Assertion",,,"Low","The usage notification type is equal to the string ""javax.slee.usage"".",,,,,,,,,,,
4671,"javax.slee.usage.SbbUsageMBean","getService","1","Pfd3","Covered","2337",,,"Get the component identifier of the Service containing the SBB that this MBean is presenting usage information for.",,,,,,,,,,,
4672,,,"2 ","Pfd3","Covered","2337",,,"Returns: the component identifier of the Service containing the SBB that this MBean is presenting usage information for.",,,,,,,,,,,
4673,,,"3","Pfd3","Impossible",,,,"Throws: ManagementException - if the Service component identifier could not be obtained due to a system-level failure.",,,,,,,,,,,
4674,"javax.slee.usage.SbbUsageMBean","getSbb","1","Pfd3","Covered","2338",,,"Get the component identifier of the SBB that this MBean is presenting usage information for.",,,,,,,,,,,
4675,,,"2 ","Pfd3","Covered","2338",,,"Returns: the component identifier of the SBB that this MBean is presenting usage information for.",,,,,,,,,,,
4676,,,"3","Pfd3","Impossible",,,,"Throws: ManagementException - if the SBB component identifier could not be obtained due to a system-level failure.",,,,,,,,,,,
4677,"javax.slee.usage.SbbUsageMBean","close","1","Pfd3","Context",,,,"Notify the SLEE that the SBB usage MBean is no longer required by the management client. ",,,,,,,,,,,
