"Last: 2510","JAIN SLEE 1.0 Technical Specification Assertions",,,,,"T?: 0",,9,306,503,74,90,462,"Active: 1"
1495,"14.6.2","2","Pfd2","Assertion",,,"The operations that the SLEE needs to perform in the transitional states, and further transitions  to stable states, should be performed in a separate thread of execution to the thread that invoked the start or stop management option.",,"We can't test non-blocking of start(), as there is no way to stall this method.","SleeStateMachineTest","start(), stop()","stop()","Leave an unended activity in the SLEE and call stop(). If the current state is STOPPED, and the activity has ended, fail the test with the assumption that stop() blocked until the activity timeout was reached.","Complete"
1496,"14.6.2","3","Pfd2","Assertion",,,"The shutdown method should never return.  i.e. System.exit() should be invoked before control is returned to the caller.",,,,,,,
1497,"14.6.2","3.1.1","Pfd2","Covered","4034,4028,4022",,"javax.slee.InvalidStateException is thrown if a requested change to the operational state of the SLEE is not permitted from the current operational state.",,,,,,,
1498,"14.6.2","3.1.2","Pfd2","Impossible",,,"javax.slee.management.ManagementException: If the requested operation cannot be performed due to a system-level failure then the method  throws a ManagementException. Therequested operation may be valid but the SLEE cannot perform the requested operation due to a system-level failure or the SLEE cannot determine whether the requested operation is valid due to a system-level failure.",,,,,,,
1499,"14.6.2","3.2","Pfd2","Context",,,"Methods that get the Object Names of the SLEE MBean objects made accessible by this SleeManagementMBean object.",,,,,,,
1500,"14.6.2","3.2.0.1","Pfd2","Context",,,"The getDeploymentMBean method.",,,,,,,
1501,"14.6.2","3.2.0.2","Pfd2","Context",,,"The getServiceManagementMBean method.",,,,,,,
1502,"14.6.2","3.2.0.2","Pfd2","Context",,,"The getProfileProvisioningMBean method.",,,,,,,
1503,"14.6.2","3.2.0.3","Pfd2","Context",,,"The getTraceMBean method.",,,,,,,
1504,"14.6.2","3.2.0.4","Pfd2","Context",,,"The getAlarmMBean method.",,,,,,,
1505,"14.6.2","3.2.1","Pfd2","Assertion",,,"The implementation of these methods must make sure that the requested MBean Object Name is registered with the SLEE MBean Server before returning.",,,"TestMBeansRegistered","getDeploymentMBean getServiceManagementMBean getProfileProvisioningMBean getTraceMBean getAlarmMBean","getDeploymentMBean getServiceManagementMBean getProfileProvisioningMBean getTraceMBean getAlarmMBean","Call each MBean accessor method in SleeManagementMBean, and check that each ObjectName is registered in the MBeanServer","Complete"
1506,"14.6.3","1","Pfd2","Assertion",,,"The SleeState class defines an enumerated type for the operational states of the SLEE.  A singleton instance of each enumerated value is guaranteed, so that equality tests using == are always evaluated correctly.  For convenience, an integer representation of SleeState objects is also available.",,,,,,,
1507,"14.6.3","2","Pfd2","Context",,,"The following singleton objects define the valid argument or return values for SleeState objects.",,,,,,,
1508,"14.6.3","2.1","Pfd3","Self-Evident",,,"STOPPED",,,,,,,
1509,"14.6.3","2.2","Pfd3","Self-Evident",,,"STARTING",,,,,,,
1510,"14.6.3","2.3","Pfd3","Self-Evident",,,"RUNNING",,,,,,,
1511,"14.6.3","2.4","Pfd3","Self-Evident",,,"STOPPING",,,,,,,
1512,"14.6.3","3.1","Pfd3","Assertion",,,"Each of the is<State> methods determines if this SleeState object represents the SLEE_<State> operational state, and is equivalent to (this == <STATE>).",,,,,,,
1513,"14.6.3","3.2","Pfd2","Assertion",,,"The fromInt and toInt methods allow conversion between the SleeState object form and numeric form.",,,,,,,
1514,"14.6.3","3.3","Pfd2","Assertion",,,"The fromInt method throws a java.lang.IllegalArgumentException if the state argument is not one of the four integer state representations.",,,,,,,
1515,"14.7","2","Pfd2","Repeat",3752,,"The Object Name of a DeploymentMBean may be obtained using the getDeploymentMBean method on a SleeProviderMBean object.",,,,,,,
1516,"14.7.1","1","Pfd2","Assertion",,,"Installable components must be packaged into a deployable unit jar file before they can be installed into the SLEE.",,,,,,,
1889,"14.7.1","1","Pfd2","Assertion",,,"A deployable unit jar file may contain any number or combination of the following components:",,,,,,,
1517,"14.7.1","1.1","Pfd2","Assertion",,,"SBB jar file",,,,,,,
1518,"14.7.1","1.2","Pfd2","Assertion",,,"Event jar file",,,,,,,
1519,"14.7.1","1.3","Pfd2","Assertion",,,"Profile Specification jar file",,,,,,,
1520,"14.7.1","1.4","Pfd2","Assertion",,,"Resource adaptor type jar file",,,,,,,
1521,"14.7.1","1.5","Pfd2","Out of Scope",,,"Resource adaptor file",,,,,,,
1522,"14.7.1","1.6","Pfd2","Assertion",,,"Service XML file.",,,,,,,
1523,"14.7.2","1","Pfd2","Context",,,"A deployable unit cannot be installed successfully into the SLEE under the following conditions:",,,,,,,
1524,"14.7.2","1.1","Pfd2","Repeat",1579,,"The deployableunit contains a component with the same component identity as a component of the same type that is already installed in the SLEE.",,,,,,,
1525,"14.7.2","1.2","Pfd2","Assertion",,,"The deployable unit contains a component that references other components that are not already installed in the SLEE and are not inlcuded in the deployable unit jar.  If a component has unresolved dependencies, it cannot be installed.",,,"Test1579Test",,,"Try installing an SBB that relies on an Event not installed.","Complete"
2493,"14.7.2","1.3","Pfd3","Assertion",,,"The deployable unit contains components that contain classes, interfaces or deployment descriptors which do not satisfy the requirements and restrictions detailed in this specification.",,,,,,,
1526,"14.7.2","2","Pfd2","Repeat",1896,,"A deployable unit cannot be uninstalled from the SLEE if thre are any dependencies on it from components in other installed deployable units.",,,,,,,
1527,"14.7.3","1","Pfd2","Context",,,"When a deployable unit is installed, the SLEE assigns a unique identity to it, and returns a deployable unit identifier that encapsulates that identity.",,,,,,,
1528,"14.7.3","2","Pfd2","Context",,,"The SLEE also creates a deployableunit descriptor for each installed deployable unit.  This descriptor encapsulates the relevent deployment information specific to the deployable unit, such as the list of component jars contained within it.",,,,,,,
1529,"14.7.3.1","1","Pfd2","Context",,,"The DeployableUnitID interface is a marker interface implemented by every Java object that encapsulates a deployable unit identity.  A DeployablUnitID object is also known as a deployable unit identifier.",,,,,,,
1530,"14.7.3.1","3","Pfd2","Assertion",,,"The concrete implementation class of a deployable unit identifier should provide an appropriate implementation of the equals, hashCode andtoString methods.",,,,,,,
1531,"14.7.3.2","1","Pfd2","Context",,,"The DeployableUnitDescriptor interface defines the interface of a Java object that describes an installed deployableunit.",,,,,,,
1532,"14.7.3.2","2.1","Pfd2","Assertion",,,"The getURL method returns the URL that the deployable unit was installed from.",,,,,,,
1533,"14.7.3.2","2.2","Pfd2","Assertion",,,"The getDeploymentDate method returns the date that the deployable unit was installed.",,,,,,,
1534,"14.7.3.2","2.3","Pfd2","Assertion",,,"The getComponents method returns an array of ComponentID objects, one for each component within the deployableunit.",,,,,,,
1535,"14.7.4","1","Pfd2","Context",,,"The SLEE establishes component identity from information contained in the component's deployment descriptor.",,,,,,,
1536,"14.7.4","1","Pfd2","Context",,,"Component identity is immutable while the component is installed in the SLEE.",,,,,,,
1537,"14.7.4","1","Pfd2","Repeat","1574, 1579",,"Two components of the same type that have the same component identity cannot be installed simultaneously in the SLEE.",,,,,,,
1538,"14.7.4","1.1","Pfd2","Assertion",,,"An SBB's name, vendor and version determine the SBB's component identity.",,"Test that each attribute can be varied to qualify as a new identity, and that  components with all three attributes equal qualify as having equals identities.","management/DeploymentMBean/Test1538Test",,,"Create two SBBs with different name/vendor/version and make sure that they exist side by side just fine.  For example name = Foo, Vendor = Bar, version = 1.0 and 1.5.","Complete"
1539,"14.7.4","1.2","Pfd2","Assertion",,,"An event type's name, vendor and version determine the event type's component identity.",,"Test that each attribute can be varied to qualify as a new identity, and that  components with all three attributes equal qualify as having equals identities.","management/DeploymentMBean/Test1539Test",,,"See above, but with an event.","Complete"
1540,"14.7.4","1.3","Pfd2","Assertion",,,"A Profile Specification's name, vendor and version determine the Profile Specification's component identity.",,"Test that each attribute can be varied to qualify as a new identity, and that  components with all three attributes equal qualify as having equals identities.","management/DeploymentMBean/Test1540Test",,,"See above, but with profile specifications.","Complete"
1541,"14.7.4","1.4","Pfd2","Assertion",,,"A Service's name,vendor and version determine the Service's component identity.",,"Test that each attribute can be varied to qualify as a new identity, and that  components with all three attributes equal qualify as having equals identities.","management/DeploymentMBean/Test1541Test",,,"See above, but with two services.","Complete"
1542,"14.7.4","1.5","Pfd2","Assertion",,,"A resource adaptor type's name, vendor and version determine the resource adaptor type's component identity.",,"Test that each attribute can be varied to qualify as a new identity, and that  components with all three attributes equal qualify as having equals identities.","management/DeploymentMBean/Test1542Test",,,"See above, but with two resource adaptor types.","Complete"
1543,"14.7.4","1.6","Pfd2","Impossible",,,"A resource adaptor's name, vendor and version determine the resource adaptor's component identity.",,"Can't include resource adaptor implementations in the test suite - they are vendor specific.",,,,,
1544,"14.7.5","1","Pfd2","Context",,,"A component identifier is a Java object that encapsulates a component's identity.  The SLEE specification defines the following component indentifier interfaces.",,,,,,,
1545,"14.7.5","1.1","Pfd2","Context",,,"The ComponentID interface is the common base interface all component identifier interfaces.",,,,,,,
1546,"14.7.5","1.2","Pfd2","Context",,,"The SbbID interface for component identifiers that encapsulate SBB component identities.",,,,,,,
1547,"14.7.5","1.3","Pfd2","Context",,,"The EventTypeID interface for component identifiers that encapsulate event type component identities.",,,,,,,
